003101.201	45	
003101.205	48	0
003101.210	46	0
003101.214	47	0
003101.219	49	0
003101.224	45	0
003101.231	43	0
003101.236	43	0
003101.242	46	0
003101.248	45	0
003101.253	45	0
003101.258	44	0
003101.262	43	0
003101.267	43	0
003101.271	44	0
003101.276	46	0
003101.282	44	0
003101.289	48	0
003101.294	45	0
003101.299	44	0
003101.304	48	0
003101.310	43	0
003101.314	43	0
003101.317	45	0
003101.320	46	0
003101.324	44	0
003101.328	45	0
003101.332	43	0
003101.334	44	0
003101.338	43	0
003101.341	44	0
003101.343	48	0
003101.346	43	0
003101.349	46	0
003101.353	48	0
003101.356	48	0
003101.359	43	0
003101.362	46	0
003101.364	45	0
003101.367	45	0
003101.371	48	0
003101.374	48	0
003101.376	48	0
003101.378	48	0
003101.380	48	0
003101.384	45	0
003101.386	48	0
003101.388	48	0
003101.391	44	0
003101.393	48	0
003101.396	48	0
003101.398	43	0
003101.400	48	0
003101.402	44	0
003101.404	46	0
003101.407	44	0
003101.409	44	0
003101.411	45	0
003101.414	48	0
003101.416	48	0
003101.439	46	0
003101.442	48	0
003101.445	45	0
003101.448	46	0
003101.450	46	0
003101.453	48	0
003101.456	45	0
003101.459	45	0
003101.463	44	0
003101.465	46	0
003101.468	45	0
003101.471	43	0
003101.474	48	0
003101.477	48	0
003101.479	48	0
003101.482	48	0
003101.484	45	0
003101.487	45	0
003101.489	46	0
003101.492	48	0
003101.494	48	0
003101.497	45	0
003101.499	46	0
003101.501	48	0
003101.504	48	0
003101.507	48	0
003101.510	48	0
003101.512	48	0
003101.515	48	0
003101.518	48	0
003101.522	48	0
003101.524	45	0
003101.526	46	0
003101.529	48	0
003101.531	44	0
003101.533	44	0
003101.536	43	0
003101.540	44	0
003101.543	46	0
003101.546	44	0
003101.548	48	0
003101.552	48	0
003101.555	46	0
003101.559	43	0
003101.562	43	0
003101.564	48	0
003101.567	43	0
003101.571	46	0
003101.574	48	0
003101.577	48	0
003101.580	48	0
003101.583	48	0
003101.586	48	0
003101.590	48	0
003101.594	46	0
003101.597	44	0
003101.600	45	0
003101.603	46	0
003101.606	46	0
003101.610	43	0
003101.613	48	0
003101.616	48	0
003101.619	45	0
003101.622	48	0
003101.645	45	0
003101.649	44	0
003101.652	44	0
003101.655	45	0
003101.659	43	0
003101.661	44	0
003101.664	48	0
003101.666	46	0
003101.669	46	0
003101.673	48	0
003101.676	45	0
003101.679	48	0
003101.682	43	0
003101.685	44	0
003101.689	48	0
003101.691	48	0
003101.695	45	0
003101.699	44	0
003101.702	45	0
003101.705	48	0
003101.708	48	0
003101.711	46	0
003101.714	45	0
003101.717	46	0
003101.719	48	0
003101.723	48	0
003101.726	48	0
003101.729	48	0
003101.731	48	0
003101.734	46	0
003101.737	48	0
003101.740	45	0
003101.742	45	0
003101.745	45	0
003101.747	48	0
003101.750	45	0
003101.753	48	0
003101.757	48	0
003101.761	47	0
003101.764	45	0
003101.767	48	0
003101.770	48	0
003101.774	43	0
003101.777	48	0
003101.780	45	0
003101.783	45	0
