173502.116	43	
173502.119	44	0
173502.123	44	0
173502.127	43	0
173502.132	43	0
173502.137	43	0
173502.142	44	0
173502.148	43	0
173502.154	43	0
173502.160	43	0
173502.167	43	0
173502.173	44	0
173502.180	44	0
173502.188	42	0
173502.195	43	0
173502.202	42	0
173502.216	43	0
173502.224	44	0
173502.233	43	0
173502.242	43	0
173502.252	48	0
173502.259	44	0
173502.270	44	0
173502.278	44	0
173502.287	43	0
173502.296	44	0
173502.305	44	0
173502.314	44	0
173502.323	44	0
173502.333	43	0
173502.342	44	0
173502.350	44	0
173502.360	48	0
173502.369	43	0
173502.378	42	0
173502.388	44	0
173502.396	43	0
173502.402	48	0
173502.408	43	0
173502.414	44	0
173502.423	42	0
173502.429	44	0
173502.436	44	0
173502.442	43	0
173502.449	43	0
173502.455	44	0
173502.461	43	0
173502.468	43	0
173502.474	43	0
173502.480	48	0
173502.487	48	0
173502.493	44	0
173502.500	43	0
173502.506	44	0
173502.513	43	0
173502.519	45	0
173502.526	44	0
173502.532	43	0
173502.538	48	0
173502.545	44	0
173502.571	45	0
173502.579	43	0
173502.589	45	0
173502.597	44	0
173502.607	43	0
173502.617	48	0
173502.627	43	0
173502.636	44	0
173502.646	43	0
173502.655	48	0
173502.665	43	0
173502.675	43	0
173502.685	43	0
173502.694	44	0
173502.701	44	0
173502.708	43	0
173502.716	43	0
173502.721	43	0
173502.728	48	0
173502.736	45	0
173502.743	43	0
173502.750	45	0
173502.755	43	0
173502.762	43	0
173502.769	44	0
173502.776	43	0
173502.783	44	0
173502.791	43	0
173502.798	41	0
173502.804	44	0
173502.810	43	0
173502.818	43	0
173502.825	43	0
173502.833	44	0
173502.840	44	0
173502.846	43	0
173502.853	43	0
173502.860	44	0
173502.867	44	0
173502.874	44	0
173502.882	42	0
173502.888	43	0
173502.895	44	0
173502.902	44	0
173502.909	44	0
173502.916	44	0
173502.922	43	0
173502.929	43	0
173502.936	43	0
173502.943	43	0
173502.950	44	0
173502.957	43	0
173502.965	48	0
173502.972	43	0
173502.978	43	0
173502.986	43	0
173502.992	48	0
173503.000	48	0
173503.007	43	0
173503.014	43	0
173503.021	44	0
173503.028	45	0
173503.035	44	0
173503.042	45	0
173503.073	44	0
173503.084	45	0
173503.093	43	0
173503.103	42	0
173503.112	44	0
173503.124	43	0
173503.134	43	0
173503.144	46	0
173503.152	48	0
173503.159	44	0
173503.167	43	0
173503.175	43	0
173503.181	44	0
173503.186	45	0
173503.190	43	0
173503.194	44	0
173503.200	43	0
173503.206	43	0
173503.209	48	0
173503.214	42	0
173503.220	48	0
173503.225	48	0
173503.230	44	0
173503.235	43	0
173503.243	48	0
173503.252	43	0
173503.262	45	0
173503.271	45	0
173503.281	48	0
173503.291	43	0
173503.301	46	0
173503.310	48	0
173503.321	44	0
173503.329	45	0
173503.335	43	0
173503.341	44	0
173503.347	44	0
173503.353	48	0
173503.361	44	0
173503.368	43	0
173503.374	44	0
173503.381	43	0
173503.388	45	0
173503.393	44	0
173503.401	43	0
173503.408	43	0
173503.414	44	0
173503.421	43	0
173503.427	45	0
173503.434	48	0
173503.440	43	0
173503.447	45	0
173503.454	44	0
173503.461	43	0
173503.467	42	0
173503.474	44	0
173503.480	43	0
173503.487	44	0
173503.493	44	0
173503.500	43	0
173503.506	48	0
173503.513	44	0
173503.519	43	0
173503.526	44	0
173503.553	43	0
173503.559	44	0
173503.566	43	0
173503.573	48	0
173503.579	43	0
173503.586	43	0
173503.592	43	0
173503.600	44	0
173503.606	44	0
173503.613	43	0
173503.619	44	0
173503.627	44	0
173503.634	48	0
173503.641	43	0
173503.648	45	0
173503.654	43	0
173503.661	44	0
173503.668	43	0
173503.675	42	0
173503.682	43	0
173503.689	43	0
173503.695	44	0
173503.702	44	0
173503.708	44	0
173503.714	44	0
173503.721	43	0
173503.729	43	0
173503.735	43	0
173503.742	44	0
173503.749	43	0
173503.755	43	0
173503.762	43	0
173503.769	44	0
173503.776	43	0
173503.782	43	0
173503.789	43	0
173503.795	43	0
173503.802	43	0
173503.809	43	0
173503.816	43	0
173503.823	43	0
173503.830	44	0
173503.837	43	0
173503.844	48	0
173503.851	43	0
173503.857	44	0
173503.866	48	0
173503.874	46	0
173503.880	43	0
173503.887	43	0
173503.894	80	0
173503.901	55	0
173503.908	53	0
173503.916	73	0
173503.924	96	0
173503.934	103	0
173503.945	103	0
173503.957	104	0
173503.969	102	0
173503.981	82	0
173503.990	66	0
173503.998	84	0
173504.006	104	0
173504.039	96	0
173504.051	83	0
173504.064	91	0
173504.075	105	0
173504.089	105	0
173504.101	80	0
173504.113	69	0
173504.124	84	0
173504.137	97	0
173504.150	88	0
173504.161	73	0
173504.173	70	0
173504.185	70	0
173504.197	60	0
173504.208	52	0
173504.221	57	0
173504.233	68	0
173504.245	52	0
173504.258	33	0
173504.270	32	0
173504.283	20	0
173504.295	7	0
173504.312	-6	0
173504.327	-6	0
173504.342	18	0
173504.348	33	0
173504.370	20	0
173504.382	10	0
173504.394	20	0
173504.407	39	0
173504.419	32	0
173504.433	11	0
173504.445	10	0
173504.457	23	0
173504.467	26	0
173504.475	18	0
173504.483	16	0
173504.490	27	0
173504.499	37	0
173504.506	21	0
173504.515	12	0
173504.523	33	0
173504.532	46	0
173504.540	48	0
173504.549	50	0
173504.557	62	0
173504.566	80	0
173504.573	71	0
173504.581	51	0
173504.588	58	0
173504.598	83	0
173504.606	90	0
173504.615	86	0
173504.621	90	0
173504.626	101	0
173504.632	111	0
173504.636	104	0
173504.643	96	0
173504.648	100	0
173504.653	106	0
173504.658	105	0
173504.664	94	0
173504.669	88	0
173504.675	91	0
173504.700	85	0
173504.706	57	0
173504.711	67	0
173504.717	107	0
173504.723	128	0
173504.727	113	0
173504.733	104	0
173504.739	109	0
173504.744	118	0
173504.749	118	0
173504.754	99	0
173504.759	96	0
173504.766	96	0
173504.778	86	0
173504.789	71	0
173504.801	67	0
173504.815	76	0
173504.826	74	0
173504.839	55	0
173504.850	54	0
173504.862	68	0
173504.874	71	0
173504.886	59	0
173504.899	57	0
173504.910	69	0
173504.920	68	0
173504.927	37	0
173504.934	7	0
173504.941	5	0
173504.949	20	0
173504.956	11	0
173504.964	2	0
173504.971	1	0
173504.978	20	0
173504.986	23	0
173504.993	17	0
173505.001	22	0
173505.009	42	0
173505.018	54	0
173505.024	43	0
173505.039	43	0
173505.046	52	0
173505.053	59	0
173505.062	65	0
173505.071	53	0
173505.075	46	0
173505.080	58	0
173505.084	59	0
173505.088	51	0
173505.092	48	0
173505.098	54	0
173505.102	58	0
173505.108	43	0
173505.111	38	0
173505.116	53	0
173505.120	60	0
173505.125	52	0
173505.129	27	0
173505.133	18	0
173505.137	22	0
173505.142	25	0
173505.147	24	0
173505.151	23	0
173505.156	35	0
173505.182	48	0
173505.190	40	0
173505.202	34	0
173505.214	42	0
173505.227	53	0
173505.239	46	0
173505.252	42	0
173505.266	51	0
173505.277	42	0
173505.285	22	0
173505.293	6	0
173505.301	2	0
173505.310	10	0
173505.318	13	0
173505.326	-3	0
173505.334	-8	0
173505.341	4	0
173505.350	12	0
173505.359	2	0
173505.366	-1	0
173505.371	8	0
173505.377	16	0
173505.382	8	0
173505.388	-8	0
173505.393	-6	0
173505.399	22	0
173505.405	33	0
173505.411	16	0
173505.416	14	0
173505.422	39	0
173505.433	45	0
173505.445	24	0
173505.458	8	0
173505.466	26	0
173505.474	54	0
173505.486	54	0
173505.495	37	0
173505.503	39	0
173505.511	55	0
173505.519	57	0
173505.527	42	0
173505.536	56	0
173505.541	84	0
173505.552	80	0
173505.561	52	0
173505.569	41	0
173505.577	68	0
173505.586	86	0
173505.593	68	0
173505.602	49	0
173505.610	49	0
173505.619	51	0
173505.627	39	0
173505.640	39	0
173505.648	51	0
173505.657	68	0
173505.666	72	0
173505.674	55	0
173505.682	53	0
173505.718	81	0
173505.734	92	0
173505.748	80	0
173505.761	66	0
173505.777	68	0
173505.790	75	0
173505.802	72	0
173505.810	60	0
173505.819	58	0
173505.829	60	0
173505.839	58	0
173505.848	52	0
173505.856	52	0
173505.867	60	0
